14:00:48.887 [main] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Slf4jLoggerProvider
14:00:48.919 [main] DEBUG o.h.b.r.c.i.ClassLoaderServiceImpl - Incoming config yielded no classloaders; adding standard SE ones
14:00:48.964 [main] DEBUG o.h.jpa.HibernatePersistenceProvider - Located and parsed 2 persistence units; checking each
14:00:48.964 [main] DEBUG o.h.jpa.HibernatePersistenceProvider - Checking persistence-unit [name=pu_essai, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [banque_essai]
14:00:48.964 [main] DEBUG o.h.jpa.HibernatePersistenceProvider - Excluding from consideration due to name mis-match
14:00:48.964 [main] DEBUG o.h.jpa.HibernatePersistenceProvider - Checking persistence-unit [name=banque_essai, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [banque_essai]
14:00:48.969 [main] DEBUG o.h.jpa.boot.spi.ProviderChecker - Persistence-unit [banque_essai] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
14:00:48.978 [main] DEBUG o.h.jpa.internal.util.LogHelper - PersistenceUnitInfo [
	name: banque_essai
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/Diginamic12/Documents/workspace-sts-3.8.4.RELEASE/Test-Jpa/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		banque.Banque
		banque.Client
		banque.Compte
		banque.LivretA
		banque.AssuranceVie
		banque.Operation
		banque.Virement]
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: com.mysql.jdbc.Driver
		javax.persistence.jdbc.password: 
		javax.persistence.jdbc.url: jdbc:mysql://localhost:3306/banque?useSSl=false
		hibernate.show_sql: true
		hibernate.archive.autodetection: 
		javax.persistence.schema-generation.database.action: drop-and-create
		hibernate.hbm2ddl.auto: update
		javax.persistence.jdbc.user: root]
14:00:48.988 [main] DEBUG o.h.i.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
14:00:48.989 [main] DEBUG o.h.i.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
14:00:48.992 [main] DEBUG o.h.i.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
14:00:48.992 [main] DEBUG o.h.i.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.jpa.event.spi.JpaIntegrator].
14:00:49.046 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.1.0.Final}
14:00:49.048 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
14:00:49.049 [main] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@1d250c6
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@1d250c6
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@18ba8c8
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@18ba8c8
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@3e4e87
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@3e4e87
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@b0404f
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@7fd8ce
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@7fd8ce
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@7fd8ce
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@1e5fc98
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@1e5fc98
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@1e5fc98
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@fa0f47
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@1479c6
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@1479c6
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@1479c6
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@18d1062
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@18d1062
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@18d1062
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@dec4a
14:43:28.424 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@14cb805
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@1d90b9e
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@1d90b9e
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@9e0f5d
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@9f8c13
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@9f8c13
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@a7c7e0
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@a7c7e0
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@1046283
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@63f509
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@1bb07ed
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@1353778
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@1353778
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@1700915
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@1de60b4
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@267ef4
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@ee2816
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@1d7b7bf
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@15eaaf1
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@30a9b0
14:43:28.440 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@1df84b8
14:43:28.455 [main] WARN  org.hibernate.orm.connections - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
14:43:28.455 [main] INFO  org.hibernate.orm.connections - HHH10001005: using driver [com.mysql.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/banque?useSSl=false]
14:43:28.455 [main] INFO  org.hibernate.orm.connections - HHH10001001: Connection properties: {user=root}
14:43:28.455 [main] INFO  org.hibernate.orm.connections - HHH10001003: Autocommit mode: false
14:43:28.455 [main] DEBUG o.h.e.j.c.i.DriverManagerConnectionProviderImpl - Initializing Connection pool with 1 Connections
14:43:28.455 [main] INFO  o.h.e.j.c.i.DriverManagerConnectionProviderImpl - HHH000115: Hibernate connection pool size: 20 (min=1)
14:43:28.612 [main] DEBUG o.h.e.j.e.i.JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 5.5.5-10.1.31-MariaDB
      major : 5
      minor : 5
14:43:28.612 [main] DEBUG o.h.e.j.e.i.JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector Java
    version : mysql-connector-java-5.1.41 ( Revision: 83c6dc41b96809df81444362933043b20a1d49d5 )
      major : 5
      minor : 1
14:43:28.612 [main] DEBUG o.h.e.j.e.i.JdbcEnvironmentInitiator - JDBC version : 4.0
14:43:28.612 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
14:43:28.643 [main] DEBUG o.h.e.j.c.i.StandardRefCursorSupport - Unexpected error trying to gauge level of JDBC REF_CURSOR support : null
14:43:28.643 [main] DEBUG o.h.e.j.e.s.IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
14:43:28.643 [main] DEBUG o.h.e.j.e.s.IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [LOWER]; that will likely lead to problems in schema update and validation if using quoted identifiers
14:43:28.658 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@102734
14:43:28.658 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@102734
14:43:28.674 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@6bb9bf
14:43:28.674 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@6bb9bf
14:43:28.674 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@1af0466
14:43:28.674 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@1af0466
14:43:28.674 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@1536d9e
14:43:28.674 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@1536d9e
14:43:28.674 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@55dd0c
14:43:28.674 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@55dd0c
14:43:28.674 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@18542de
14:43:28.674 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@18542de
14:43:28.674 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@1bd0f3b
14:43:28.674 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@1bd0f3b
14:43:28.690 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@144252c
14:43:28.690 [main] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@144252c
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
14:43:28.768 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
14:43:28.783 [main] DEBUG o.h.boot.model.relational.Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
14:43:28.815 [main] DEBUG org.hibernate.cfg.AnnotationBinder - Binding entity from annotated class: banque.Banque
14:43:28.830 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
14:43:28.846 [main] DEBUG o.h.cfg.annotations.EntityBinder - Import with entity name Banque
14:43:28.846 [main] DEBUG o.h.cfg.annotations.EntityBinder - Bind entity banque.Banque on table banque
14:43:28.862 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(banque), mappingColumn=id, insertable=true, updatable=true, unique=false}
14:43:28.862 [main] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property id with lazy=false
14:43:28.862 [main] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [banque.Banque:id]
14:43:28.862 [main] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for id
14:43:28.862 [main] DEBUG o.h.cfg.annotations.PropertyBinder - Building property id
14:43:28.862 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='banque'}
14:43:28.862 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(banque), mappingColumn=clients, insertable=true, updatable=true, unique=false}
14:43:28.862 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(banque), mappingColumn=null, insertable=true, updatable=true, unique=false}
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(banque), mappingColumn=element, insertable=true, updatable=true, unique=false}
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(banque), mappingColumn=clients_KEY, insertable=true, updatable=true, unique=false}
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='clients_KEY', referencedColumn='null', mappedBy='null'}
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='banque'}
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='banque'}
14:43:28.877 [main] DEBUG o.h.cfg.annotations.CollectionBinder - Collection role: banque.Banque.clients
14:43:28.877 [main] DEBUG o.h.cfg.annotations.PropertyBinder - Building property clients
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(banque), mappingColumn=NOM, insertable=true, updatable=true, unique=false}
14:43:28.877 [main] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property nom with lazy=false
14:43:28.877 [main] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [banque.Banque:nom]
14:43:28.877 [main] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for nom
14:43:28.877 [main] DEBUG o.h.cfg.annotations.PropertyBinder - Building property nom
14:43:28.877 [main] DEBUG org.hibernate.cfg.AnnotationBinder - Binding entity from annotated class: banque.AbstractCompte
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'TYPE', discriminatorTypeName='string'}
14:43:28.877 [main] DEBUG o.h.cfg.annotations.EntityBinder - Import with entity name AbstractCompte
14:43:28.877 [main] DEBUG o.h.cfg.annotations.EntityBinder - Bind entity banque.AbstractCompte on table compteSingleTable
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(compteSingleTable), mappingColumn=id, insertable=true, updatable=true, unique=false}
14:43:28.877 [main] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property id with lazy=false
14:43:28.877 [main] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [banque.AbstractCompte:id]
14:43:28.877 [main] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for id
14:43:28.877 [main] DEBUG o.h.cfg.annotations.PropertyBinder - Building property id
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(compteSingleTable), mappingColumn=null, insertable=true, updatable=true, unique=false}
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(compteSingleTable), mappingColumn=element, insertable=true, updatable=true, unique=false}
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(compteSingleTable), mappingColumn=clients_KEY, insertable=true, updatable=true, unique=false}
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='clients_KEY', referencedColumn='null', mappedBy='null'}
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='COMPTE_ID', referencedColumn='ID', mappedBy=''}
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='Client_ID', referencedColumn='ID', mappedBy=''}
14:43:28.877 [main] DEBUG o.h.cfg.annotations.CollectionBinder - Collection role: banque.AbstractCompte.clients
14:43:28.877 [main] DEBUG o.h.cfg.annotations.PropertyBinder - Building property clients
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(compteSingleTable), mappingColumn=numero, insertable=true, updatable=true, unique=false}
14:43:28.877 [main] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property numero with lazy=false
14:43:28.877 [main] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [banque.AbstractCompte:numero]
14:43:28.877 [main] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for numero
14:43:28.877 [main] DEBUG o.h.cfg.annotations.PropertyBinder - Building property numero
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='compte'}
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(compteSingleTable), mappingColumn=operations, insertable=true, updatable=true, unique=false}
14:43:28.877 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(compteSingleTable), mappingColumn=null, insertable=true, updatable=true, unique=false}
14:43:28.893 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(compteSingleTable), mappingColumn=element, insertable=true, updatable=true, unique=false}
14:43:28.893 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(compteSingleTable), mappingColumn=operations_KEY, insertable=true, updatable=true, unique=false}
14:43:28.893 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='operations_KEY', referencedColumn='null', mappedBy='null'}
14:43:28.893 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='compte'}
14:43:28.893 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='compte'}
14:43:28.893 [main] DEBUG o.h.cfg.annotations.CollectionBinder - Collection role: banque.AbstractCompte.operations
14:43:28.893 [main] DEBUG o.h.cfg.annotations.PropertyBinder - Building property operations
14:43:28.893 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(compteSingleTable), mappingColumn=solde, insertable=true, updatable=true, unique=false}
14:43:28.893 [main] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property solde with lazy=false
14:43:28.893 [main] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [banque.AbstractCompte:solde]
14:43:28.893 [main] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for solde
14:43:28.893 [main] DEBUG o.h.cfg.annotations.PropertyBinder - Building property solde
14:43:28.893 [main] DEBUG org.hibernate.cfg.AnnotationBinder - Binding entity from annotated class: banque.AssuranceVie
14:43:28.893 [main] WARN  org.hibernate.cfg.AnnotationBinder - HHH000133: Discriminator column has to be defined in the root entity, it will be ignored in subclass: banque.AssuranceVie
14:43:28.893 [main] DEBUG o.h.cfg.annotations.EntityBinder - Import with entity name AssuranceVie
14:43:28.893 [main] WARN  org.hibernate.cfg.AnnotationBinder - HHH000139: Illegal use of @Table in a subclass of a SINGLE_TABLE hierarchy: banque.AssuranceVie
14:43:28.893 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(compteSingleTable), mappingColumn=dateFin, insertable=true, updatable=true, unique=false}
14:43:28.893 [main] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property dateFin with lazy=false
14:43:28.893 [main] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [banque.AssuranceVie:dateFin]
14:43:28.893 [main] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for dateFin
14:43:28.893 [main] DEBUG o.h.cfg.annotations.PropertyBinder - Building property dateFin
14:43:28.893 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(compteSingleTable), mappingColumn=taux, insertable=true, updatable=true, unique=false}
14:43:28.893 [main] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property taux with lazy=false
14:43:28.893 [main] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [banque.AssuranceVie:taux]
14:43:28.893 [main] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for taux
14:43:28.893 [main] DEBUG o.h.cfg.annotations.PropertyBinder - Building property taux
14:43:28.893 [main] DEBUG org.hibernate.cfg.AnnotationBinder - Binding entity from annotated class: banque.LivretA
14:43:28.893 [main] WARN  org.hibernate.cfg.AnnotationBinder - HHH000133: Discriminator column has to be defined in the root entity, it will be ignored in subclass: banque.LivretA
14:43:28.893 [main] DEBUG o.h.cfg.annotations.EntityBinder - Import with entity name LivretA
14:43:28.893 [main] WARN  org.hibernate.cfg.AnnotationBinder - HHH000139: Illegal use of @Table in a subclass of a SINGLE_TABLE hierarchy: banque.LivretA
14:43:28.893 [main] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(compteSingleTable), mappingColumn=taux, insertable=true, updatable=true, unique=false}
14:43:28.893 [main] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property taux with lazy=false
14:43:28.893 [main] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [banque.LivretA:taux]
14:43:28.893 [main] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for taux
14:43:28.893 [main] DEBUG o.h.cfg.annotations.PropertyBinder - Building property taux
14:43:28.893 [main] DEBUG org.hibernate.cfg.AnnotationBinder - Binding entity from annotated class: banque.AbstractOperation
14:43:28.893 [main] DEBUG o.h.cfg.annotations.EntityBinder - Import with entity name AbstractOperation
14:43:28.893 [main] DEBUG o.h.cfg.annotations.EntityBinder - Bind entity banque.AbstractOperation on table operationTablePerClass
